CardNum,Date,Site,When,Profile,Dept,Time,Slot
00009002,2020-05-29,Site B,2020-05-29 08:14:00,0,Dept 2,08:14:00,0700 to 0829
00009002,2020-05-30,Site B,2020-05-30 09:25:00,0,Dept 4,09:25:00,0830 to 0929
00009002,2020-05-31,Site B,2020-05-31 08:43:00,0,Dept 4,08:43:00,0830 to 0929
00009101,2020-05-29,Site A,2020-05-29 09:05:00,0,Dept 16,09:05:00,0830 to 0929
00009102,2020-05-25,Site B,2020-05-25 09:01:00,0,Dept 4,09:01:00,0830 to 0929
00009102,2020-05-26,Site A,2020-05-26 09:57:00,0,Dept 11,09:57:00,0930 to 1030
00009102,2020-05-26,Site B,2020-05-26 07:19:00,0,Dept 3,07:19:00,0700 to 0829
00009102,2020-05-27,Site B,2020-05-27 08:59:00,0,Dept 4,08:59:00,0830 to 0929
00009102,2020-05-28,Site B,2020-05-28 07:25:00,0,Dept 3,07:25:00,0700 to 0829
00009102,2020-05-29,Site A,2020-05-29 09:51:00,0,Dept 11,09:51:00,0930 to 1030
00009102,2020-05-29,Site B,2020-05-29 07:18:00,0,Dept 3,07:18:00,0700 to 0829
00009102,2020-05-30,Site B,2020-05-30 09:21:00,0,Dept 4,09:21:00,0830 to 0929
00009102,2020-05-31,Site B,2020-05-31 09:40:00,0,Dept 4,09:40:00,0930 to 1030
00009104,2020-05-26,Site B,2020-05-26 08:48:00,0,Dept 4,08:48:00,0830 to 0929
00009104,2020-05-27,Site B,2020-05-27 08:44:00,0,Dept 4,08:44:00,0830 to 0929
00009104,2020-05-28,Site B,2020-05-28 08:49:00,0,Dept 4,08:49:00,0830 to 0929
00009104,2020-05-30,Site B,2020-05-30 07:55:00,0,Dept 4,07:55:00,0700 to 0829
00009104,2020-05-31,Site B,2020-05-31 08:08:00,0,Dept 4,08:08:00,0700 to 0829
00009201,2020-05-30,Site B,2020-05-30 08:20:00,0,Dept 4,08:20:00,0700 to 0829
00009202,2020-05-26,Site B,2020-05-26 08:00:00,0,Dept 9,08:00:00,0700 to 0829
00009202,2020-05-28,Site B,2020-05-28 08:16:00,0,Dept 18,08:16:00,0700 to 0829
00009203,2020-04-29,Site B,2020-04-29 09:27:00,0,Dept 10,09:27:00,0830 to 0929
00009203,2020-05-20,Site B,2020-05-20 09:09:00,0,Dept 10,09:09:00,0830 to 0929
00009203,2020-06-02,Site B,2020-06-02 09:32:00,0,Dept 10,09:32:00,0930 to 1030
00009203,2020-06-04,Site B,2020-06-04 09:27:00,0,Dept 10,09:27:00,0830 to 0929
00009203,2020-06-05,Site B,2020-06-05 09:35:00,0,Dept 10,09:35:00,0930 to 1030
00009203,2020-06-19,Site B,2020-06-19 09:08:00,0,Dept 10,09:08:00,0830 to 0929
00009302,2020-05-26,Site B,2020-05-26 09:39:00,0,Dept 4,09:39:00,0930 to 1030
00009302,2020-05-28,Site B,2020-05-28 09:33:00,0,Dept 4,09:33:00,0930 to 1030
00009302,2020-05-30,Site B,2020-05-30 09:44:00,0,Dept 4,09:44:00,0930 to 1030
00009401,2020-05-25,Site B,2020-05-25 08:54:00,0,Dept 4,08:54:00,0830 to 0929
00009401,2020-05-28,Site B,2020-05-28 08:56:00,0,Dept 4,08:56:00,0830 to 0929
00009401,2020-05-30,Site B,2020-05-30 09:45:00,0,Dept 4,09:45:00,0930 to 1030
00009401,2020-05-31,Site B,2020-05-31 07:59:00,0,Dept 4,07:59:00,0700 to 0829
00009402,2020-05-26,Site B,2020-05-26 09:56:00,0,Dept 4,09:56:00,0930 to 1030
00009402,2020-05-28,Site B,2020-05-28 08:42:00,0,Dept 4,08:42:00,0830 to 0929
00009402,2020-05-29,Site B,2020-05-29 09:45:00,0,Dept 4,09:45:00,0930 to 1030
00009403,2020-04-20,Site B,2020-04-20 07:22:00,0,Dept 4,07:22:00,0700 to 0829
00009403,2020-04-21,Site B,2020-04-21 07:29:00,0,Dept 4,07:29:00,0700 to 0829
00009403,2020-04-22,Site B,2020-04-22 07:25:00,0,Dept 4,07:25:00,0700 to 0829
00009403,2020-04-23,Site B,2020-04-23 07:30:00,0,Dept 4,07:30:00,0700 to 0829
00009403,2020-04-24,Site B,2020-04-24 08:20:00,0,Dept 4,08:20:00,0700 to 0829
00009403,2020-04-25,Site B,2020-04-25 08:22:00,0,Dept 4,08:22:00,0700 to 0829
00009403,2020-04-27,Site B,2020-04-27 08:27:00,0,Dept 4,08:27:00,0700 to 0829
00009403,2020-04-28,Site B,2020-04-28 08:29:00,0,Dept 4,08:29:00,0700 to 0829
00009403,2020-04-29,Site B,2020-04-29 07:58:00,0,Dept 4,07:58:00,0700 to 0829
00009403,2020-04-30,Site B,2020-04-30 09:30:00,0,Dept 4,09:30:00,0930 to 1030
00009403,2020-05-02,Site B,2020-05-02 07:33:00,0,Dept 4,07:33:00,0700 to 0829
00009403,2020-05-03,Site B,2020-05-03 07:46:00,0,Dept 4,07:46:00,0700 to 0829
00009403,2020-05-04,Site B,2020-05-04 07:49:00,0,Dept 4,07:49:00,0700 to 0829
00009403,2020-05-05,Site B,2020-05-05 07:54:00,0,Dept 4,07:54:00,0700 to 0829
00009403,2020-05-08,Site B,2020-05-08 08:12:00,0,Dept 4,08:12:00,0700 to 0829
00009403,2020-05-09,Site B,2020-05-09 08:10:00,0,Dept 4,08:10:00,0700 to 0829
00009403,2020-05-10,Site B,2020-05-10 08:14:00,0,Dept 4,08:14:00,0700 to 0829
00009403,2020-05-12,Site B,2020-05-12 10:10:00,0,Dept 4,10:10:00,0930 to 1030
00009403,2020-05-14,Site B,2020-05-14 08:20:00,0,Dept 4,08:20:00,0700 to 0829
00009403,2020-05-15,Site B,2020-05-15 08:10:00,0,Dept 4,08:10:00,0700 to 0829
00009403,2020-05-17,Site B,2020-05-17 08:16:00,0,Dept 4,08:16:00,0700 to 0829
00009403,2020-05-18,Site B,2020-05-18 08:13:00,0,Dept 4,08:13:00,0700 to 0829
00009403,2020-05-19,Site B,2020-05-19 08:16:00,0,Dept 4,08:16:00,0700 to 0829
00009403,2020-05-21,Site B,2020-05-21 08:15:00,0,Dept 4,08:15:00,0700 to 0829
00009403,2020-05-22,Site B,2020-05-22 08:17:00,0,Dept 4,08:17:00,0700 to 0829
00009403,2020-05-23,Site B,2020-05-23 08:17:00,0,Dept 4,08:17:00,0700 to 0829
00009403,2020-06-02,Site B,2020-06-02 08:11:00,0,Dept 4,08:11:00,0700 to 0829
00009403,2020-06-03,Site B,2020-06-03 08:06:00,0,Dept 4,08:06:00,0700 to 0829
00009403,2020-06-04,Site B,2020-06-04 08:10:00,0,Dept 4,08:10:00,0700 to 0829
00009403,2020-06-06,Site B,2020-06-06 08:07:00,0,Dept 4,08:07:00,0700 to 0829
00009403,2020-06-07,Site B,2020-06-07 08:11:00,0,Dept 4,08:11:00,0700 to 0829
00009403,2020-06-08,Site B,2020-06-08 07:40:00,0,Dept 4,07:40:00,0700 to 0829
00009403,2020-06-10,Site B,2020-06-10 07:47:00,0,Dept 4,07:47:00,0700 to 0829
00009403,2020-06-13,Site B,2020-06-13 08:07:00,0,Dept 4,08:07:00,0700 to 0829
00009403,2020-06-14,Site B,2020-06-14 07:56:00,0,Dept 4,07:56:00,0700 to 0829
00009403,2020-06-15,Site B,2020-06-15 08:06:00,0,Dept 4,08:06:00,0700 to 0829
00009403,2020-06-17,Site B,2020-06-17 07:49:00,0,Dept 4,07:49:00,0700 to 0829
00009403,2020-06-20,Site B,2020-06-20 08:04:00,0,Dept 4,08:04:00,0700 to 0829
00009403,2020-06-21,Site B,2020-06-21 07:45:00,0,Dept 4,07:45:00,0700 to 0829
00009403,2020-06-22,Site B,2020-06-22 07:35:00,0,Dept 4,07:35:00,0700 to 0829
00009403,2020-06-27,Site B,2020-06-27 07:38:00,0,Dept 4,07:38:00,0700 to 0829
00009403,2020-06-28,Site B,2020-06-28 08:06:00,0,Dept 4,08:06:00,0700 to 0829
00009502,2020-05-26,Site B,2020-05-26 07:56:00,0,Dept 16,07:56:00,0700 to 0829
00009502,2020-05-27,Site B,2020-05-27 08:14:00,0,Dept 4,08:14:00,0700 to 0829
00009502,2020-05-28,Site B,2020-05-28 08:46:00,0,Dept 16,08:46:00,0830 to 0929
00009503,2020-05-30,Site B,2020-05-30 07:08:00,0,Dept 18,07:08:00,0700 to 0829
00009602,2020-05-26,Site B,2020-05-26 09:56:00,0,Dept 4,09:56:00,0930 to 1030
00009602,2020-05-28,Site B,2020-05-28 09:53:00,0,Dept 4,09:53:00,0930 to 1030
00009602,2020-05-29,Site B,2020-05-29 07:56:00,0,Dept 4,07:56:00,0700 to 0829
00009702,2020-05-27,Site B,2020-05-27 08:16:00,0,Dept 16,08:16:00,0700 to 0829
00009702,2020-05-28,Site B,2020-05-28 08:08:00,0,Dept 16,08:08:00,0700 to 0829
00009702,2020-05-29,Site B,2020-05-29 08:12:00,0,Dept 16,08:12:00,0700 to 0829
00009739,2020-05-27,Site B,2020-05-27 07:41:00,0,Dept 3,07:41:00,0700 to 0829
00009739,2020-05-28,Site B,2020-05-28 07:37:00,0,Dept 3,07:37:00,0700 to 0829
00009802,2020-05-26,Site A,2020-05-26 08:39:00,0,Dept 18,08:39:00,0830 to 0929
00009802,2020-05-27,Site A,2020-05-27 08:58:00,0,Dept 18,08:58:00,0830 to 0929
00009802,2020-05-28,Site A,2020-05-28 09:02:00,0,Dept 18,09:02:00,0830 to 0929
00009802,2020-05-29,Site A,2020-05-29 09:16:00,0,Dept 18,09:16:00,0830 to 0929
00009902,2020-05-25,Site B,2020-05-25 07:50:00,0,Dept 16,07:50:00,0700 to 0829
00009902,2020-05-27,Site B,2020-05-27 08:04:00,0,Dept 16,08:04:00,0700 to 0829
00009902,2020-05-28,Site B,2020-05-28 08:09:00,0,Dept 16,08:09:00,0700 to 0829
00009902,2020-05-29,Site B,2020-05-29 08:01:00,0,Dept 16,08:01:00,0700 to 0829
00009902,2020-05-31,Site B,2020-05-31 08:11:00,0,Dept 16,08:11:00,0700 to 0829
00009903,2020-05-29,Site B,2020-05-29 09:22:00,0,Dept 10,09:22:00,0830 to 0929
00010302,2020-05-08,Site B,2020-05-08 09:38:00,0,Dept 16,09:38:00,0930 to 1030
00010302,2020-05-15,Site B,2020-05-15 09:40:00,0,Dept 16,09:40:00,0930 to 1030
00010302,2020-05-22,Site B,2020-05-22 09:17:00,0,Dept 16,09:17:00,0830 to 0929
00010302,2020-06-12,Site B,2020-06-12 09:04:00,0,Dept 16,09:04:00,0830 to 0929
00010302,2020-06-19,Site B,2020-06-19 09:05:00,0,Dept 16,09:05:00,0830 to 0929
00010302,2020-06-26,Site B,2020-06-26 09:13:00,0,Dept 16,09:13:00,0830 to 0929
00010474,2020-05-25,Site B,2020-05-25 08:18:00,0,Dept 14,08:18:00,0700 to 0829
00010474,2020-05-26,Site B,2020-05-26 08:25:00,0,Dept 14,08:25:00,0700 to 0829
00010474,2020-05-29,Site B,2020-05-29 08:29:00,0,Dept 14,08:29:00,0700 to 0829
00010474,2020-05-30,Site B,2020-05-30 08:21:00,0,Dept 14,08:21:00,0700 to 0829
00011403,2020-04-20,Site B,2020-04-20 07:20:00,0,Dept 4,07:20:00,0700 to 0829
00011403,2020-04-21,Site B,2020-04-21 07:23:00,0,Dept 4,07:23:00,0700 to 0829
00011403,2020-04-22,Site B,2020-04-22 07:21:00,0,Dept 4,07:21:00,0700 to 0829
00011403,2020-04-24,Site B,2020-04-24 07:20:00,0,Dept 4,07:20:00,0700 to 0829
00011403,2020-04-27,Site B,2020-04-27 07:31:00,0,Dept 4,07:31:00,0700 to 0829
00011403,2020-04-28,Site B,2020-04-28 07:27:00,0,Dept 4,07:27:00,0700 to 0829
00011403,2020-05-04,Site B,2020-05-04 07:16:00,0,Dept 4,07:16:00,0700 to 0829
00011403,2020-05-05,Site B,2020-05-05 07:17:00,0,Dept 4,07:17:00,0700 to 0829
00011403,2020-05-08,Site B,2020-05-08 07:16:00,0,Dept 4,07:16:00,0700 to 0829
00011403,2020-05-11,Site B,2020-05-11 07:17:00,0,Dept 4,07:17:00,0700 to 0829
00011403,2020-05-15,Site B,2020-05-15 07:22:00,0,Dept 4,07:22:00,0700 to 0829
00011403,2020-05-18,Site B,2020-05-18 07:18:00,0,Dept 4,07:18:00,0700 to 0829
00011403,2020-05-20,Site B,2020-05-20 07:19:00,0,Dept 4,07:19:00,0700 to 0829
00011403,2020-05-21,Site B,2020-05-21 07:19:00,0,Dept 4,07:19:00,0700 to 0829
00011403,2020-05-22,Site B,2020-05-22 07:16:00,0,Dept 4,07:16:00,0700 to 0829
00011403,2020-06-01,Site B,2020-06-01 07:12:00,0,Dept 4,07:12:00,0700 to 0829
00011403,2020-06-02,Site B,2020-06-02 07:11:00,0,Dept 4,07:11:00,0700 to 0829
00011403,2020-06-03,Site B,2020-06-03 07:16:00,0,Dept 4,07:16:00,0700 to 0829
00011403,2020-06-05,Site B,2020-06-05 07:15:00,0,Dept 4,07:15:00,0700 to 0829
00011403,2020-06-08,Site B,2020-06-08 08:05:00,0,Dept 4,08:05:00,0700 to 0829
00011403,2020-06-10,Site B,2020-06-10 07:42:00,0,Dept 4,07:42:00,0700 to 0829
00011403,2020-06-11,Site B,2020-06-11 07:12:00,0,Dept 4,07:12:00,0700 to 0829
00011403,2020-06-15,Site B,2020-06-15 07:37:00,0,Dept 4,07:37:00,0700 to 0829
00011403,2020-06-17,Site B,2020-06-17 07:17:00,0,Dept 4,07:17:00,0700 to 0829
00011403,2020-06-18,Site B,2020-06-18 07:12:00,0,Dept 4,07:12:00,0700 to 0829
00011403,2020-06-19,Site B,2020-06-19 07:21:00,0,Dept 4,07:21:00,0700 to 0829
00011403,2020-06-22,Site B,2020-06-22 07:23:00,0,Dept 4,07:23:00,0700 to 0829
00011403,2020-06-23,Site B,2020-06-23 07:17:00,0,Dept 4,07:17:00,0700 to 0829
00011403,2020-06-24,Site B,2020-06-24 07:22:00,0,Dept 4,07:22:00,0700 to 0829
00011721,2020-05-25,Site B,2020-05-25 08:02:00,0,Dept 10,08:02:00,0700 to 0829
00011721,2020-05-26,Site B,2020-05-26 07:55:00,0,Dept 10,07:55:00,0700 to 0829
00011721,2020-05-27,Site B,2020-05-27 07:54:00,0,Dept 10,07:54:00,0700 to 0829
00011721,2020-05-29,Site B,2020-05-29 07:49:00,0,Dept 10,07:49:00,0700 to 0829
00011721,2020-05-30,Site B,2020-05-30 08:03:00,0,Dept 10,08:03:00,0700 to 0829
00011721,2020-05-31,Site B,2020-05-31 08:00:00,0,Dept 10,08:00:00,0700 to 0829
00012016,2020-05-27,Site A,2020-05-27 09:56:00,0,Dept 11,09:56:00,0930 to 1030
00012602,2020-05-11,Site A,2020-05-11 10:21:00,0,Dept 15,10:21:00,0930 to 1030
00013474,2020-04-21,Site B,2020-04-21 09:10:00,0,Dept 2,09:10:00,0830 to 0929
00013474,2020-04-27,Site B,2020-04-27 07:41:00,0,Dept 2,07:41:00,0700 to 0829
00013474,2020-04-28,Site B,2020-04-28 07:33:00,0,Dept 2,07:33:00,0700 to 0829
00013474,2020-04-29,Site B,2020-04-29 07:42:00,0,Dept 2,07:42:00,0700 to 0829
00013474,2020-04-30,Site B,2020-04-30 07:42:00,0,Dept 2,07:42:00,0700 to 0829
00013474,2020-05-04,Site B,2020-05-04 07:35:00,0,Dept 2,07:35:00,0700 to 0829
00013474,2020-05-08,Site B,2020-05-08 07:58:00,0,Dept 2,07:58:00,0700 to 0829
00013474,2020-05-11,Site B,2020-05-11 07:33:00,0,Dept 2,07:33:00,0700 to 0829
00013474,2020-05-12,Site B,2020-05-12 07:41:00,0,Dept 2,07:41:00,0700 to 0829
00013474,2020-05-13,Site B,2020-05-13 07:46:00,0,Dept 2,07:46:00,0700 to 0829
00013474,2020-05-14,Site B,2020-05-14 07:39:00,0,Dept 2,07:39:00,0700 to 0829
00013474,2020-05-15,Site B,2020-05-15 07:31:00,0,Dept 2,07:31:00,0700 to 0829
00013474,2020-05-18,Site B,2020-05-18 07:39:00,0,Dept 2,07:39:00,0700 to 0829
00013474,2020-05-19,Site B,2020-05-19 07:48:00,0,Dept 2,07:48:00,0700 to 0829
00013474,2020-05-20,Site B,2020-05-20 07:54:00,0,Dept 2,07:54:00,0700 to 0829
00013474,2020-06-01,Site B,2020-06-01 07:38:00,0,Dept 2,07:38:00,0700 to 0829
00013474,2020-06-02,Site B,2020-06-02 10:14:00,0,Dept 2,10:14:00,0930 to 1030
00013474,2020-06-12,Site B,2020-06-12 07:36:00,0,Dept 2,07:36:00,0700 to 0829
00014502,2020-06-09,Site B,2020-06-09 07:58:00,0,Dept 8,07:58:00,0700 to 0829
00014502,2020-06-24,Site B,2020-06-24 07:51:00,0,Dept 8,07:51:00,0700 to 0829
00014602,2020-04-29,Site A,2020-04-29 08:54:00,0,Dept 18,08:54:00,0830 to 0929
00014602,2020-05-22,Site A,2020-05-22 08:12:00,0,Dept 18,08:12:00,0700 to 0829
00014602,2020-06-03,Site A,2020-06-03 08:04:00,0,Dept 18,08:04:00,0700 to 0829
00014602,2020-06-19,Site A,2020-06-19 08:04:00,0,Dept 18,08:04:00,0700 to 0829
00016602,2020-06-15,Site A,2020-06-15 08:24:00,0,Dept 18,08:24:00,0700 to 0829
00016602,2020-06-16,Site A,2020-06-16 08:27:00,0,Dept 18,08:27:00,0700 to 0829
00016602,2020-06-17,Site A,2020-06-17 08:26:00,0,Dept 18,08:26:00,0700 to 0829
00016602,2020-06-18,Site A,2020-06-18 08:27:00,0,Dept 18,08:27:00,0700 to 0829
00016602,2020-06-19,Site A,2020-06-19 08:24:00,0,Dept 18,08:24:00,0700 to 0829
00016602,2020-06-23,Site A,2020-06-23 08:45:00,0,Dept 18,08:45:00,0830 to 0929
00016704,2020-04-20,Site B,2020-04-20 08:34:00,0,Dept 4,08:34:00,0830 to 0929
00016704,2020-04-21,Site B,2020-04-21 09:18:00,0,Dept 4,09:18:00,0830 to 0929
00016704,2020-04-22,Site B,2020-04-22 08:43:00,0,Dept 4,08:43:00,0830 to 0929
00016704,2020-04-23,Site B,2020-04-23 09:35:00,0,Dept 4,09:35:00,0930 to 1030
00016704,2020-04-24,Site B,2020-04-24 09:50:00,0,Dept 4,09:50:00,0930 to 1030
00016704,2020-04-25,Site B,2020-04-25 09:43:00,0,Dept 4,09:43:00,0930 to 1030
00016704,2020-04-27,Site B,2020-04-27 08:34:00,0,Dept 4,08:34:00,0830 to 0929
00016704,2020-04-28,Site B,2020-04-28 08:33:00,0,Dept 4,08:33:00,0830 to 0929
00016704,2020-04-29,Site B,2020-04-29 08:33:00,0,Dept 4,08:33:00,0830 to 0929
00016704,2020-04-30,Site B,2020-04-30 08:27:00,0,Dept 4,08:27:00,0700 to 0829
00016704,2020-05-01,Site B,2020-05-01 08:36:00,0,Dept 4,08:36:00,0830 to 0929
00016704,2020-05-02,Site B,2020-05-02 08:38:00,0,Dept 4,08:38:00,0830 to 0929
00016704,2020-05-05,Site B,2020-05-05 08:32:00,0,Dept 4,08:32:00,0830 to 0929
00016704,2020-05-06,Site B,2020-05-06 08:31:00,0,Dept 4,08:31:00,0830 to 0929
00016704,2020-05-07,Site B,2020-05-07 08:38:00,0,Dept 4,08:38:00,0830 to 0929
00016704,2020-05-08,Site B,2020-05-08 08:34:00,0,Dept 4,08:34:00,0830 to 0929
00016704,2020-05-10,Site B,2020-05-10 09:23:00,0,Dept 4,09:23:00,0830 to 0929
00016704,2020-05-11,Site B,2020-05-11 08:35:00,0,Dept 4,08:35:00,0830 to 0929
00016704,2020-05-12,Site B,2020-05-12 08:36:00,0,Dept 4,08:36:00,0830 to 0929
00016704,2020-05-13,Site B,2020-05-13 08:35:00,0,Dept 4,08:35:00,0830 to 0929
00016704,2020-05-15,Site B,2020-05-15 10:23:00,0,Dept 4,10:23:00,0930 to 1030
00016704,2020-05-16,Site B,2020-05-16 08:43:00,0,Dept 4,08:43:00,0830 to 0929
00016704,2020-05-18,Site B,2020-05-18 08:34:00,0,Dept 4,08:34:00,0830 to 0929
00016704,2020-05-20,Site B,2020-05-20 08:34:00,0,Dept 4,08:34:00,0830 to 0929
00016704,2020-05-21,Site B,2020-05-21 08:33:00,0,Dept 4,08:33:00,0830 to 0929
00016704,2020-05-22,Site B,2020-05-22 08:34:00,0,Dept 4,08:34:00,0830 to 0929
00016704,2020-05-24,Site B,2020-05-24 08:45:00,0,Dept 4,08:45:00,0830 to 0929
00016704,2020-06-02,Site B,2020-06-02 08:37:00,0,Dept 4,08:37:00,0830 to 0929
00016704,2020-06-03,Site B,2020-06-03 08:37:00,0,Dept 4,08:37:00,0830 to 0929
00016704,2020-06-06,Site B,2020-06-06 08:31:00,0,Dept 4,08:31:00,0830 to 0929
00016704,2020-06-07,Site B,2020-06-07 08:39:00,0,Dept 4,08:39:00,0830 to 0929
00016704,2020-06-10,Site B,2020-06-10 08:36:00,0,Dept 4,08:36:00,0830 to 0929
00016704,2020-06-14,Site B,2020-06-14 08:26:00,0,Dept 4,08:26:00,0700 to 0829
00016704,2020-06-16,Site B,2020-06-16 08:32:00,0,Dept 4,08:32:00,0830 to 0929
00016704,2020-06-21,Site B,2020-06-21 08:27:00,0,Dept 4,08:27:00,0700 to 0829
00016704,2020-06-24,Site B,2020-06-24 09:15:00,0,Dept 4,09:15:00,0830 to 0929
00016704,2020-06-26,Site B,2020-06-26 08:42:00,0,Dept 4,08:42:00,0830 to 0929
00019002,2020-04-20,Site B,2020-04-20 07:51:00,0,Dept 16,07:51:00,0700 to 0829
00021003,2020-04-20,Site A,2020-04-20 08:30:00,0,Dept 5,08:30:00,0830 to 0929
00021003,2020-04-22,Site A,2020-04-22 08:40:00,0,Dept 5,08:40:00,0830 to 0929
00021003,2020-05-11,Site A,2020-05-11 08:28:00,0,Dept 5,08:28:00,0700 to 0829
00021003,2020-05-12,Site A,2020-05-12 08:03:00,0,Dept 5,08:03:00,0700 to 0829
00021003,2020-05-13,Site A,2020-05-13 08:09:00,0,Dept 5,08:09:00,0700 to 0829
00021003,2020-05-14,Site A,2020-05-14 08:31:00,0,Dept 5,08:31:00,0830 to 0929
00021003,2020-05-15,Site A,2020-05-15 08:18:00,0,Dept 5,08:18:00,0700 to 0829
00021003,2020-05-18,Site A,2020-05-18 08:23:00,0,Dept 5,08:23:00,0700 to 0829
00021003,2020-05-19,Site A,2020-05-19 08:09:00,0,Dept 5,08:09:00,0700 to 0829
00021003,2020-05-20,Site A,2020-05-20 08:13:00,0,Dept 5,08:13:00,0700 to 0829
00021003,2020-05-21,Site A,2020-05-21 08:23:00,0,Dept 5,08:23:00,0700 to 0829
00021003,2020-05-22,Site A,2020-05-22 08:29:00,0,Dept 5,08:29:00,0700 to 0829
00021003,2020-06-02,Site A,2020-06-02 08:02:00,0,Dept 5,08:02:00,0700 to 0829
00021003,2020-06-03,Site A,2020-06-03 08:07:00,0,Dept 5,08:07:00,0700 to 0829
00021003,2020-06-04,Site A,2020-06-04 08:06:00,0,Dept 5,08:06:00,0700 to 0829
00021003,2020-06-05,Site A,2020-06-05 08:09:00,0,Dept 5,08:09:00,0700 to 0829
00021003,2020-06-08,Site A,2020-06-08 08:18:00,0,Dept 5,08:18:00,0700 to 0829
00021003,2020-06-09,Site A,2020-06-09 08:02:00,0,Dept 5,08:02:00,0700 to 0829
00021003,2020-06-10,Site A,2020-06-10 08:16:00,0,Dept 5,08:16:00,0700 to 0829
00021003,2020-06-11,Site A,2020-06-11 08:23:00,0,Dept 5,08:23:00,0700 to 0829
00021003,2020-06-12,Site A,2020-06-12 08:31:00,0,Dept 5,08:31:00,0830 to 0929
00021003,2020-06-15,Site A,2020-06-15 07:48:00,0,Dept 5,07:48:00,0700 to 0829
00021003,2020-06-16,Site A,2020-06-16 08:15:00,0,Dept 5,08:15:00,0700 to 0829
00021003,2020-06-17,Site A,2020-06-17 07:56:00,0,Dept 5,07:56:00,0700 to 0829
00021003,2020-06-18,Site A,2020-06-18 08:36:00,0,Dept 5,08:36:00,0830 to 0929
00021003,2020-06-19,Site A,2020-06-19 08:32:00,0,Dept 5,08:32:00,0830 to 0929
00021003,2020-06-22,Site A,2020-06-22 08:09:00,0,Dept 5,08:09:00,0700 to 0829
00021003,2020-06-23,Site A,2020-06-23 08:20:00,0,Dept 5,08:20:00,0700 to 0829
00021003,2020-06-24,Site A,2020-06-24 08:06:00,0,Dept 5,08:06:00,0700 to 0829
00021003,2020-06-25,Site A,2020-06-25 08:14:00,0,Dept 5,08:14:00,0700 to 0829
00021003,2020-06-26,Site A,2020-06-26 08:21:00,0,Dept 5,08:21:00,0700 to 0829
00021823,2020-05-28,Site A,2020-05-28 09:17:00,0,Dept 18,09:17:00,0830 to 0929
00022402,2020-05-06,Site B,2020-05-06 07:40:00,0,Dept 1,07:40:00,0700 to 0829
00022402,2020-06-08,Site B,2020-06-08 09:17:00,0,Dept 1,09:17:00,0830 to 0929
00022415,2020-05-26,Site B,2020-05-26 09:04:00,0,Dept 4,09:04:00,0830 to 0929
00022415,2020-05-27,Site B,2020-05-27 07:51:00,0,Dept 4,07:51:00,0700 to 0829
00022415,2020-05-28,Site B,2020-05-28 08:16:00,0,Dept 4,08:16:00,0700 to 0829
00022415,2020-05-29,Site B,2020-05-29 07:52:00,0,Dept 4,07:52:00,0700 to 0829
00022602,2020-04-21,Site B,2020-04-21 08:48:00,0,Dept 10,08:48:00,0830 to 0929
00022602,2020-04-23,Site B,2020-04-23 08:41:00,0,Dept 10,08:41:00,0830 to 0929
00022602,2020-04-24,Site B,2020-04-24 09:29:00,0,Dept 10,09:29:00,0830 to 0929
00022602,2020-04-26,Site B,2020-04-26 09:20:00,0,Dept 10,09:20:00,0830 to 0929
00022602,2020-04-27,Site B,2020-04-27 09:41:00,0,Dept 10,09:41:00,0930 to 1030
00022602,2020-04-30,Site B,2020-04-30 09:30:00,0,Dept 10,09:30:00,0930 to 1030
00022602,2020-05-03,Site B,2020-05-03 09:16:00,0,Dept 10,09:16:00,0830 to 0929
00022602,2020-05-05,Site B,2020-05-05 08:12:00,0,Dept 10,08:12:00,0700 to 0829
00022602,2020-05-06,Site B,2020-05-06 09:40:00,0,Dept 10,09:40:00,0930 to 1030
00022602,2020-05-08,Site B,2020-05-08 09:51:00,0,Dept 10,09:51:00,0930 to 1030
00022602,2020-05-11,Site B,2020-05-11 09:19:00,0,Dept 10,09:19:00,0830 to 0929
00022602,2020-05-12,Site B,2020-05-12 09:13:00,0,Dept 10,09:13:00,0830 to 0929
00022602,2020-05-14,Site B,2020-05-14 09:52:00,0,Dept 10,09:52:00,0930 to 1030
00022602,2020-05-15,Site B,2020-05-15 09:47:00,0,Dept 10,09:47:00,0930 to 1030
00022602,2020-05-17,Site B,2020-05-17 09:51:00,0,Dept 10,09:51:00,0930 to 1030
00022602,2020-05-18,Site B,2020-05-18 09:47:00,0,Dept 10,09:47:00,0930 to 1030
00022602,2020-05-20,Site B,2020-05-20 09:59:00,0,Dept 10,09:59:00,0930 to 1030
00022602,2020-05-21,Site B,2020-05-21 09:23:00,0,Dept 10,09:23:00,0830 to 0929
00022602,2020-05-23,Site B,2020-05-23 09:13:00,0,Dept 10,09:13:00,0830 to 0929
00022602,2020-06-02,Site B,2020-06-02 09:44:00,0,Dept 10,09:44:00,0930 to 1030
00022602,2020-06-08,Site B,2020-06-08 08:48:00,0,Dept 10,08:48:00,0830 to 0929
00022602,2020-06-10,Site B,2020-06-10 10:17:00,0,Dept 10,10:17:00,0930 to 1030
00022602,2020-06-14,Site B,2020-06-14 09:48:00,0,Dept 10,09:48:00,0930 to 1030
00022602,2020-06-16,Site B,2020-06-16 09:33:00,0,Dept 10,09:33:00,0930 to 1030
00022602,2020-06-18,Site B,2020-06-18 10:15:00,0,Dept 10,10:15:00,0930 to 1030
